TimeStamp,ZoneName,Load,ZoneID
01/01/2016 00:00:00,CAPITL,1158.8,F
01/01/2016 00:00:00,CENTRL,1576.1,C
01/01/2016 00:00:00,DUNWOD,583.1,I
01/01/2016 00:00:00,GENESE,945.6,B
01/01/2016 00:00:00,HUD VL,893.7,G
01/01/2016 00:00:00,LONGIL,2031.7,K
01/01/2016 00:00:00,MHK VL,749,E
01/01/2016 00:00:00,MILLWD,323.6,H
01/01/2016 00:00:00,N.Y.C.,4894.5,J
01/01/2016 00:00:00,NORTH,490.2,D
01/01/2016 00:00:00,WEST,1603.3,A
01/01/2016 01:00:00,CAPITL,1104.1,F
01/01/2016 01:00:00,CENTRL,1511.7,C
01/01/2016 01:00:00,DUNWOD,557.4,I
01/01/2016 01:00:00,GENESE,900.5,B
01/01/2016 01:00:00,HUD VL,862.3,G
01/01/2016 01:00:00,LONGIL,1898.1,K
01/01/2016 01:00:00,MHK VL,729.4,E
01/01/2016 01:00:00,MILLWD,286.6,H
01/01/2016 01:00:00,N.Y.C.,4712.7,J
01/01/2016 01:00:00,NORTH,483.7,D
01/01/2016 01:00:00,WEST,1536,A
01/01/2016 02:00:00,CAPITL,1062.4,F
01/01/2016 02:00:00,CENTRL,1464.6,C
01/01/2016 02:00:00,DUNWOD,554.5,I
01/01/2016 02:00:00,GENESE,866.5,B
01/01/2016 02:00:00,HUD VL,794.3,G
01/01/2016 02:00:00,LONGIL,1786.6,K
01/01/2016 02:00:00,MHK VL,707.9,E
01/01/2016 02:00:00,MILLWD,307.6,H
01/01/2016 02:00:00,N.Y.C.,4510.4,J
01/01/2016 02:00:00,NORTH,478.2,D
01/01/2016 02:00:00,WEST,1480.4,A
01/01/2016 03:00:00,CAPITL,1040.8,F
01/01/2016 03:00:00,CENTRL,1442.7,C
01/01/2016 03:00:00,DUNWOD,538,I
01/01/2016 03:00:00,GENESE,849.9,B
01/01/2016 03:00:00,HUD VL,804,G
01/01/2016 03:00:00,LONGIL,1710.5,K
01/01/2016 03:00:00,MHK VL,674.5,E
01/01/2016 03:00:00,MILLWD,270.2,H
01/01/2016 03:00:00,N.Y.C.,4368.4,J
01/01/2016 03:00:00,NORTH,473.6,D
01/01/2016 03:00:00,WEST,1459.6,A
01/01/2016 04:00:00,CAPITL,1035.5,F
01/01/2016 04:00:00,CENTRL,1446.4,C
01/01/2016 04:00:00,DUNWOD,529.8,I
01/01/2016 04:00:00,GENESE,849.4,B
01/01/2016 04:00:00,HUD VL,812,G
01/01/2016 04:00:00,LONGIL,1682.4,K
01/01/2016 04:00:00,MHK VL,670.9,E
01/01/2016 04:00:00,MILLWD,258.8,H
01/01/2016 04:00:00,N.Y.C.,4286.8,J
01/01/2016 04:00:00,NORTH,473.3,D
01/01/2016 04:00:00,WEST,1454.8,A
01/01/2016 05:00:00,CAPITL,1059.8,F
01/01/2016 05:00:00,CENTRL,1481.9,C
01/01/2016 05:00:00,DUNWOD,539,I
01/01/2016 05:00:00,GENESE,869.4,B
01/01/2016 05:00:00,HUD VL,838.5,G
01/01/2016 05:00:00,LONGIL,1696.3,K
01/01/2016 05:00:00,MHK VL,677.4,E
01/01/2016 05:00:00,MILLWD,249.8,H
01/01/2016 05:00:00,N.Y.C.,4312.1,J
01/01/2016 05:00:00,NORTH,479.2,D
01/01/2016 05:00:00,WEST,1467.3,A
01/01/2016 06:00:00,CAPITL,1106,F
01/01/2016 06:00:00,CENTRL,1541.4,C
01/01/2016 06:00:00,DUNWOD,553,I
01/01/2016 06:00:00,GENESE,901.6,B
01/01/2016 06:00:00,HUD VL,858.3,G
01/01/2016 06:00:00,LONGIL,1734.4,K
01/01/2016 06:00:00,MHK VL,721.1,E
01/01/2016 06:00:00,MILLWD,266.7,H
01/01/2016 06:00:00,N.Y.C.,4405.8,J
01/01/2016 06:00:00,NORTH,486.7,D
01/01/2016 06:00:00,WEST,1518.1,A
01/01/2016 07:00:00,CAPITL,1139.8,F
01/01/2016 07:00:00,CENTRL,1594.6,C
01/01/2016 07:00:00,DUNWOD,555.9,I
01/01/2016 07:00:00,GENESE,933.1,B
01/01/2016 07:00:00,HUD VL,857.8,G
01/01/2016 07:00:00,LONGIL,1755,K
01/01/2016 07:00:00,MHK VL,736.5,E
01/01/2016 07:00:00,MILLWD,299.2,H
01/01/2016 07:00:00,N.Y.C.,4476.1,J
01/01/2016 07:00:00,NORTH,494.7,D
01/01/2016 07:00:00,WEST,1555.4,A
01/01/2016 08:00:00,CAPITL,1177.7,F
01/01/2016 08:00:00,CENTRL,1637.5,C
01/01/2016 08:00:00,DUNWOD,566.4,I
01/01/2016 08:00:00,GENESE,956,B
01/01/2016 08:00:00,HUD VL,898.9,G
01/01/2016 08:00:00,LONGIL,1803.8,K
01/01/2016 08:00:00,MHK VL,769.5,E
01/01/2016 08:00:00,MILLWD,300.4,H
01/01/2016 08:00:00,N.Y.C.,4607.1,J
01/01/2016 08:00:00,NORTH,505.4,D
01/01/2016 08:00:00,WEST,1567.8,A
01/01/2016 09:00:00,CAPITL,1251.1,F
01/01/2016 09:00:00,CENTRL,1710,C
01/01/2016 09:00:00,DUNWOD,592.4,I
01/01/2016 09:00:00,GENESE,1002.7,B
01/01/2016 09:00:00,HUD VL,944.4,G
01/01/2016 09:00:00,LONGIL,1897.8,K
01/01/2016 09:00:00,MHK VL,832.8,E
01/01/2016 09:00:00,MILLWD,333,H
01/01/2016 09:00:00,N.Y.C.,4797,J
01/01/2016 09:00:00,NORTH,517.8,D
01/01/2016 09:00:00,WEST,1623.1,A
01/01/2016 10:00:00,CAPITL,1308.2,F
01/01/2016 10:00:00,CENTRL,1775.8,C
01/01/2016 10:00:00,DUNWOD,618.8,I
01/01/2016 10:00:00,GENESE,1052.2,B
01/01/2016 10:00:00,HUD VL,1029.1,G
01/01/2016 10:00:00,LONGIL,1991.3,K
01/01/2016 10:00:00,MHK VL,878.8,E
01/01/2016 10:00:00,MILLWD,311.4,H
01/01/2016 10:00:00,N.Y.C.,4968.4,J
01/01/2016 10:00:00,NORTH,526.9,D
01/01/2016 10:00:00,WEST,1682.9,A
01/01/2016 11:00:00,CAPITL,1342.8,F
