TimeStamp,ZoneName,Load,ZoneID
01/01/2011 00:00:00,CAPITL,1075.3,F
01/01/2011 00:00:00,CENTRL,1519.8,C
01/01/2011 00:00:00,DUNWOD,608.5,I
01/01/2011 00:00:00,GENESE,917.3,B
01/01/2011 00:00:00,HUD VL,1009.6,G
01/01/2011 00:00:00,LONGIL,2254.3,K
01/01/2011 00:00:00,MHK VL,760.7,E
01/01/2011 00:00:00,MILLWD,321.9,H
01/01/2011 00:00:00,N.Y.C.,5187.3,J
01/01/2011 00:00:00,NORTH,484,D
01/01/2011 00:00:00,WEST,1541.9,A
01/01/2011 01:00:00,CAPITL,1018.2,F
01/01/2011 01:00:00,CENTRL,1434.3,C
01/01/2011 01:00:00,DUNWOD,581.1,I
01/01/2011 01:00:00,GENESE,858.5,B
01/01/2011 01:00:00,HUD VL,965,G
01/01/2011 01:00:00,LONGIL,2100.2,K
01/01/2011 01:00:00,MHK VL,721.8,E
01/01/2011 01:00:00,MILLWD,301.7,H
01/01/2011 01:00:00,N.Y.C.,4989.2,J
01/01/2011 01:00:00,NORTH,474.2,D
01/01/2011 01:00:00,WEST,1469.7,A
01/01/2011 02:00:00,CAPITL,972.3,F
01/01/2011 02:00:00,CENTRL,1374.6,C
01/01/2011 02:00:00,DUNWOD,547.5,I
01/01/2011 02:00:00,GENESE,818.9,B
01/01/2011 02:00:00,HUD VL,918.4,G
01/01/2011 02:00:00,LONGIL,1979.3,K
01/01/2011 02:00:00,MHK VL,696.8,E
01/01/2011 02:00:00,MILLWD,290.6,H
01/01/2011 02:00:00,N.Y.C.,4798.5,J
01/01/2011 02:00:00,NORTH,465.2,D
01/01/2011 02:00:00,WEST,1415.5,A
01/01/2011 03:00:00,CAPITL,953.4,F
01/01/2011 03:00:00,CENTRL,1353.9,C
01/01/2011 03:00:00,DUNWOD,524.1,I
01/01/2011 03:00:00,GENESE,801.5,B
01/01/2011 03:00:00,HUD VL,891.6,G
01/01/2011 03:00:00,LONGIL,1895.3,K
01/01/2011 03:00:00,MHK VL,675.8,E
01/01/2011 03:00:00,MILLWD,284.7,H
01/01/2011 03:00:00,N.Y.C.,4639.8,J
01/01/2011 03:00:00,NORTH,464.3,D
01/01/2011 03:00:00,WEST,1390.1,A
01/01/2011 04:00:00,CAPITL,942.6,F
01/01/2011 04:00:00,CENTRL,1350.3,C
01/01/2011 04:00:00,DUNWOD,515.9,I
01/01/2011 04:00:00,GENESE,797.1,B
01/01/2011 04:00:00,HUD VL,884.9,G
01/01/2011 04:00:00,LONGIL,1864.2,K
01/01/2011 04:00:00,MHK VL,677,E
01/01/2011 04:00:00,MILLWD,280.7,H
01/01/2011 04:00:00,N.Y.C.,4555.2,J
01/01/2011 04:00:00,NORTH,461.3,D
01/01/2011 04:00:00,WEST,1377.9,A
01/01/2011 05:00:00,CAPITL,958.1,F
01/01/2011 05:00:00,CENTRL,1381.2,C
01/01/2011 05:00:00,DUNWOD,521.6,I
01/01/2011 05:00:00,GENESE,812.4,B
01/01/2011 05:00:00,HUD VL,895.3,G
01/01/2011 05:00:00,LONGIL,1871,K
01/01/2011 05:00:00,MHK VL,683.4,E
01/01/2011 05:00:00,MILLWD,285.2,H
01/01/2011 05:00:00,N.Y.C.,4555.7,J
01/01/2011 05:00:00,NORTH,467.7,D
01/01/2011 05:00:00,WEST,1387.3,A
01/01/2011 06:00:00,CAPITL,992.7,F
01/01/2011 06:00:00,CENTRL,1423,C
01/01/2011 06:00:00,DUNWOD,533.8,I
01/01/2011 06:00:00,GENESE,838.7,B
01/01/2011 06:00:00,HUD VL,918.1,G
01/01/2011 06:00:00,LONGIL,1906.2,K
01/01/2011 06:00:00,MHK VL,718.3,E
01/01/2011 06:00:00,MILLWD,296.6,H
01/01/2011 06:00:00,N.Y.C.,4648.7,J
01/01/2011 06:00:00,NORTH,473,D
01/01/2011 06:00:00,WEST,1425,A
01/01/2011 07:00:00,CAPITL,1033.8,F
01/01/2011 07:00:00,CENTRL,1451.7,C
01/01/2011 07:00:00,DUNWOD,535.3,I
01/01/2011 07:00:00,GENESE,859.4,B
01/01/2011 07:00:00,HUD VL,930.8,G
01/01/2011 07:00:00,LONGIL,1892.8,K
01/01/2011 07:00:00,MHK VL,736.3,E
01/01/2011 07:00:00,MILLWD,301.8,H
01/01/2011 07:00:00,N.Y.C.,4687.7,J
01/01/2011 07:00:00,NORTH,484.6,D
01/01/2011 07:00:00,WEST,1461.2,A
01/01/2011 08:00:00,CAPITL,1063.8,F
01/01/2011 08:00:00,CENTRL,1510.8,C
01/01/2011 08:00:00,DUNWOD,540.1,I
01/01/2011 08:00:00,GENESE,886.9,B
01/01/2011 08:00:00,HUD VL,963.7,G
01/01/2011 08:00:00,LONGIL,1962.8,K
01/01/2011 08:00:00,MHK VL,772,E
01/01/2011 08:00:00,MILLWD,314.9,H
