TimeStamp,ZoneName,Load,ZoneID
01/01/2020 00:00:00,CAPITL,1180.6,F
01/01/2020 00:00:00,CENTRL,1630.5,C
01/01/2020 00:00:00,DUNWOD,553.7,I
01/01/2020 00:00:00,GENESE,982.7,B
01/01/2020 00:00:00,HUD VL,941.3,G
01/01/2020 00:00:00,LONGIL,1986.3,K
01/01/2020 00:00:00,MHK VL,795.5,E
01/01/2020 00:00:00,MILLWD,303.8,H
01/01/2020 00:00:00,N.Y.C.,4897.1,J
01/01/2020 00:00:00,NORTH,604.5,D
01/01/2020 00:00:00,WEST,1540.9,A
01/01/2020 01:00:00,CAPITL,1135.7,F
01/01/2020 01:00:00,CENTRL,1575.6,C
01/01/2020 01:00:00,DUNWOD,535.4,I
01/01/2020 01:00:00,GENESE,947.6,B
01/01/2020 01:00:00,HUD VL,901.9,G
01/01/2020 01:00:00,LONGIL,1891.3,K
01/01/2020 01:00:00,MHK VL,761.8,E
01/01/2020 01:00:00,MILLWD,292.3,H
01/01/2020 01:00:00,N.Y.C.,4763.3,J
01/01/2020 01:00:00,NORTH,600.8,D
01/01/2020 01:00:00,WEST,1485.7,A
01/01/2020 02:00:00,CAPITL,1107.1,F
01/01/2020 02:00:00,CENTRL,1549.5,C
01/01/2020 02:00:00,DUNWOD,517.1,I
01/01/2020 02:00:00,GENESE,924.2,B
01/01/2020 02:00:00,HUD VL,876.9,G
01/01/2020 02:00:00,LONGIL,1815.5,K
01/01/2020 02:00:00,MHK VL,748.6,E
01/01/2020 02:00:00,MILLWD,279.9,H
01/01/2020 02:00:00,N.Y.C.,4622.3,J
01/01/2020 02:00:00,NORTH,596.7,D
01/01/2020 02:00:00,WEST,1467.9,A
01/01/2020 03:00:00,CAPITL,1095.1,F
01/01/2020 03:00:00,CENTRL,1527.5,C
01/01/2020 03:00:00,DUNWOD,505.4,I
01/01/2020 03:00:00,GENESE,909,B
01/01/2020 03:00:00,HUD VL,856,G
01/01/2020 03:00:00,LONGIL,1767.3,K
01/01/2020 03:00:00,MHK VL,742.4,E
01/01/2020 03:00:00,MILLWD,274.5,H
01/01/2020 03:00:00,N.Y.C.,4510.8,J
01/01/2020 03:00:00,NORTH,595.7,D
01/01/2020 03:00:00,WEST,1442.4,A
01/01/2020 04:00:00,CAPITL,1099.7,F
01/01/2020 04:00:00,CENTRL,1548.3,C
01/01/2020 04:00:00,DUNWOD,501.2,I
01/01/2020 04:00:00,GENESE,912.5,B
01/01/2020 04:00:00,HUD VL,858.4,G
01/01/2020 04:00:00,LONGIL,1762,K
01/01/2020 04:00:00,MHK VL,762,E
01/01/2020 04:00:00,MILLWD,273.6,H
01/01/2020 04:00:00,N.Y.C.,4456.4,J
01/01/2020 04:00:00,NORTH,587.1,D
01/01/2020 04:00:00,WEST,1449.3,A
01/01/2020 05:00:00,CAPITL,1117.4,F
01/01/2020 05:00:00,CENTRL,1576.9,C
01/01/2020 05:00:00,DUNWOD,510.3,I
01/01/2020 05:00:00,GENESE,933.7,B
01/01/2020 05:00:00,HUD VL,876.2,G
01/01/2020 05:00:00,LONGIL,1780.7,K
01/01/2020 05:00:00,MHK VL,776,E
01/01/2020 05:00:00,MILLWD,273.4,H
01/01/2020 05:00:00,N.Y.C.,4501.4,J
01/01/2020 05:00:00,NORTH,596.2,D
01/01/2020 05:00:00,WEST,1461.4,A
01/01/2020 06:00:00,CAPITL,1138.4,F
01/01/2020 06:00:00,CENTRL,1627.8,C
01/01/2020 06:00:00,DUNWOD,524,I
01/01/2020 06:00:00,GENESE,956.4,B
01/01/2020 06:00:00,HUD VL,906.7,G
01/01/2020 06:00:00,LONGIL,1827.7,K
01/01/2020 06:00:00,MHK VL,804.4,E
01/01/2020 06:00:00,MILLWD,279.1,H
01/01/2020 06:00:00,N.Y.C.,4610.5,J
01/01/2020 06:00:00,NORTH,611.3,D
01/01/2020 06:00:00,WEST,1502.3,A
01/01/2020 07:00:00,CAPITL,1169.9,F
01/01/2020 07:00:00,CENTRL,1684.5,C
01/01/2020 07:00:00,DUNWOD,531.6,I
01/01/2020 07:00:00,GENESE,982.5,B
01/01/2020 07:00:00,HUD VL,929,G
01/01/2020 07:00:00,LONGIL,1842.3,K
01/01/2020 07:00:00,MHK VL,846.6,E
01/01/2020 07:00:00,MILLWD,291.1,H
01/01/2020 07:00:00,N.Y.C.,4711.7,J
01/01/2020 07:00:00,NORTH,589.1,D
01/01/2020 07:00:00,WEST,1557.1,A
01/01/2020 08:00:00,CAPITL,1206.7,F
01/01/2020 08:00:00,CENTRL,1729.3,C
01/01/2020 08:00:00,DUNWOD,542.1,I
01/01/2020 08:00:00,GENESE,1002.2,B
01/01/2020 08:00:00,HUD VL,954.6,G
01/01/2020 08:00:00,LONGIL,1868.2,K
01/01/2020 08:00:00,MHK VL,877.4,E
01/01/2020 08:00:00,MILLWD,300,H
01/01/2020 08:00:00,N.Y.C.,4835.9,J
01/01/2020 08:00:00,NORTH,591.9,D
01/01/2020 08:00:00,WEST,1567.8,A
01/01/2020 09:00:00,CAPITL,1264.3,F
01/01/2020 09:00:00,CENTRL,1771.2,C
01/01/2020 09:00:00,DUNWOD,560.8,I
01/01/2020 09:00:00,GENESE,1032.8,B
01/01/2020 09:00:00,HUD VL,995.6,G
01/01/2020 09:00:00,LONGIL,1902.1,K
01/01/2020 09:00:00,MHK VL,915.8,E
01/01/2020 09:00:00,MILLWD,303.7,H
01/01/2020 09:00:00,N.Y.C.,4994.6,J
01/01/2020 09:00:00,NORTH,596.5,D
01/01/2020 09:00:00,WEST,1607.5,A
01/01/2020 10:00:00,CAPITL,1306.1,F
01/01/2020 10:00:00,CENTRL,1791.2,C
01/01/2020 10:00:00,DUNWOD,575.8,I
01/01/2020 10:00:00,GENESE,1055.8,B
01/01/2020 10:00:00,HUD VL,1032.2,G
01/01/2020 10:00:00,LONGIL,1875.2,K
01/01/2020 10:00:00,MHK VL,948.6,E
01/01/2020 10:00:00,MILLWD,324,H
01/01/2020 10:00:00,N.Y.C.,5116.3,J
01/01/2020 10:00:00,NORTH,603.1,D
01/01/2020 10:00:00,WEST,1652,A
01/01/2020 11:00:00,CAPITL,1317.4,F
01/01/2020 11:00:00,CENTRL,1823.9,C
01/01/2020 11:00:00,DUNWOD,602.2,I
01/01/2020 11:00:00,GENESE,1091.4,B
01/01/2020 11:00:00,HUD VL,1051.8,G
01/01/2020 11:00:00,LONGIL,1937.1,K
01/01/2020 11:00:00,MHK VL,964.7,E
01/01/2020 11:00:00,MILLWD,342.6,H
01/01/2020 11:00:00,N.Y.C.,5240.3,J
01/01/2020 11:00:00,NORTH,617.1,D
01/01/2020 11:00:00,WEST,1686.5,A
01/01/2020 12:00:00,CAPITL,1323.2,F
01/01/2020 12:00:00,CENTRL,1846.7,C
01/01/2020 12:00:00,DUNWOD,622,I
01/01/2020 12:00:00,GENESE,1119.8,B
01/01/2020 12:00:00,HUD VL,1077.8,G
01/01/2020 12:00:00,LONGIL,2127.6,K
01/01/2020 12:00:00,MHK VL,964.5,E
01/01/2020 12:00:00,MILLWD,341.1,H
01/01/2020 12:00:00,N.Y.C.,5390.6,J
01/01/2020 12:00:00,NORTH,626.8,D
01/01/2020 12:00:00,WEST,1707.2,A
01/01/2020 13:00:00,CAPITL,1324.5,F
01/01/2020 13:00:00,CENTRL,1873.5,C
01/01/2020 13:00:00,DUNWOD,632.7,I
01/01/2020 13:00:00,GENESE,1133.5,B
01/01/2020 13:00:00,HUD VL,1084,G
01/01/2020 13:00:00,LONGIL,2171.8,K
01/01/2020 13:00:00,MHK VL,947.9,E
01/01/2020 13:00:00,MILLWD,348.9,H
01/01/2020 13:00:00,N.Y.C.,5474.4,J
01/01/2020 13:00:00,NORTH,640.5,D
01/01/2020 13:00:00,WEST,1699.2,A
01/01/2020 14:00:00,CAPITL,1320.4,F
01/01/2020 14:00:00,CENTRL,1870.1,C
01/01/2020 14:00:00,DUNWOD,635.2,I
01/01/2020 14:00:00,GENESE,1136.5,B
01/01/2020 14:00:00,HUD VL,1090.7,G
01/01/2020 14:00:00,LONGIL,2251.6,K
01/01/2020 14:00:00,MHK VL,939.5,E
01/01/2020 14:00:00,MILLWD,350.8,H
01/01/2020 14:00:00,N.Y.C.,5510.6,J
01/01/2020 14:00:00,NORTH,633.6,D
01/01/2020 14:00:00,WEST,1690.1,A
01/01/2020 15:00:00,CAPITL,1345.7,F
01/01/2020 15:00:00,CENTRL,1883.9,C
01/01/2020 15:00:00,DUNWOD,642.6,I
01/01/2020 15:00:00,GENESE,1138,B
01/01/2020 15:00:00,HUD VL,1107.3,G
01/01/2020 15:00:00,LONGIL,2302.7,K
01/01/2020 15:00:00,MHK VL,945.1,E
01/01/2020 15:00:00,MILLWD,350.8,H
01/01/2020 15:00:00,N.Y.C.,5558.8,J
01/01/2020 15:00:00,NORTH,623.2,D
01/01/2020 15:00:00,WEST,1670.8,A
01/01/2020 16:00:00,CAPITL,1438.3,F
01/01/2020 16:00:00,CENTRL,1929.9,C
01/01/2020 16:00:00,DUNWOD,671.6,I
01/01/2020 16:00:00,GENESE,1174.6,B
01/01/2020 16:00:00,HUD VL,1176.4,G
01/01/2020 16:00:00,LONGIL,2455.1,K
01/01/2020 16:00:00,MHK VL,993,E
01/01/2020 16:00:00,MILLWD,367.3,H
01/01/2020 16:00:00,N.Y.C.,5692.5,J
01/01/2020 16:00:00,NORTH,633.8,D
01/01/2020 16:00:00,WEST,1730.3,A
01/01/2020 17:00:00,CAPITL,1522,F
01/01/2020 17:00:00,CENTRL,2001.1,C
01/01/2020 17:00:00,DUNWOD,703.7,I
01/01/2020 17:00:00,GENESE,1226.3,B
01/01/2020 17:00:00,HUD VL,1246.4,G
01/01/2020 17:00:00,LONGIL,2637.8,K
01/01/2020 17:00:00,MHK VL,1042.8,E
01/01/2020 17:00:00,MILLWD,391.3,H
01/01/2020 17:00:00,N.Y.C.,5863.8,J
01/01/2020 17:00:00,NORTH,670,D
01/01/2020 17:00:00,WEST,1843.9,A
01/01/2020 18:00:00,CAPITL,1509.3,F
01/01/2020 18:00:00,CENTRL,1997.3,C
01/01/2020 18:00:00,DUNWOD,704.1,I
01/01/2020 18:00:00,GENESE,1212.9,B
01/01/2020 18:00:00,HUD VL,1243.9,G
01/01/2020 18:00:00,LONGIL,2625,K
01/01/2020 18:00:00,MHK VL,1035,E
01/01/2020 18:00:00,MILLWD,387.6,H
01/01/2020 18:00:00,N.Y.C.,5868.8,J
01/01/2020 18:00:00,NORTH,639.6,D
01/01/2020 18:00:00,WEST,1828.1,A
01/01/2020 19:00:00,CAPITL,1475.3,F
01/01/2020 19:00:00,CENTRL,1968.3,C
01/01/2020 19:00:00,DUNWOD,695.3,I
01/01/2020 19:00:00,GENESE,1187.8,B
01/01/2020 19:00:00,HUD VL,1220.6,G
01/01/2020 19:00:00,LONGIL,2573.5,K
01/01/2020 19:00:00,MHK VL,1011.6,E
01/01/2020 19:00:00,MILLWD,376.9,H
01/01/2020 19:00:00,N.Y.C.,5818.7,J
01/01/2020 19:00:00,NORTH,624.2,D
01/01/2020 19:00:00,WEST,1813.3,A
01/01/2020 20:00:00,CAPITL,1426,F
01/01/2020 20:00:00,CENTRL,1908.2,C
01/01/2020 20:00:00,DUNWOD,681.6,I
01/01/2020 20:00:00,GENESE,1154.6,B
01/01/2020 20:00:00,HUD VL,1181,G
01/01/2020 20:00:00,LONGIL,2507.2,K
01/01/2020 20:00:00,MHK VL,974.5,E
01/01/2020 20:00:00,MILLWD,369.3,H
01/01/2020 20:00:00,N.Y.C.,5730,J
01/01/2020 20:00:00,NORTH,641.5,D
01/01/2020 20:00:00,WEST,1770,A
01/01/2020 21:00:00,CAPITL,1355.6,F
01/01/2020 21:00:00,CENTRL,1841.4,C
01/01/2020 21:00:00,DUNWOD,658.4,I
01/01/2020 21:00:00,GENESE,1114.3,B
01/01/2020 21:00:00,HUD VL,1119.7,G
01/01/2020 21:00:00,LONGIL,2396.8,K
01/01/2020 21:00:00,MHK VL,926.4,E
01/01/2020 21:00:00,MILLWD,363,H
01/01/2020 21:00:00,N.Y.C.,5597.1,J
01/01/2020 21:00:00,NORTH,635.9,D
01/01/2020 21:00:00,WEST,1717.6,A
01/01/2020 22:00:00,CAPITL,1258.9,F
01/01/2020 22:00:00,CENTRL,1759.1,C
01/01/2020 22:00:00,DUNWOD,617.8,I
01/01/2020 22:00:00,GENESE,1052.5,B
01/01/2020 22:00:00,HUD VL,1045.4,G
01/01/2020 22:00:00,LONGIL,2226.9,K
01/01/2020 22:00:00,MHK VL,866.1,E
01/01/2020 22:00:00,MILLWD,339.7,H
01/01/2020 22:00:00,N.Y.C.,5359.9,J
01/01/2020 22:00:00,NORTH,624.7,D
01/01/2020 22:00:00,WEST,1634.7,A
01/01/2020 23:00:00,CAPITL,1175.1,F
01/01/2020 23:00:00,CENTRL,1670.2,C
01/01/2020 23:00:00,DUNWOD,574.8,I
01/01/2020 23:00:00,GENESE,1002.6,B
01/01/2020 23:00:00,HUD VL,972,G
01/01/2020 23:00:00,LONGIL,2052.9,K
01/01/2020 23:00:00,MHK VL,816.7,E
01/01/2020 23:00:00,MILLWD,315.8,H
01/01/2020 23:00:00,N.Y.C.,5054.5,J
