TimeStamp,FitzPatrickCF,FitzPatrickGen,GinnaCF,GinnaGen,IndianPoint2CF,IndianPoint2Gen,IndianPoint3CF,IndianPoint3Gen,NineMilePoint1CF,NineMilePoint1Gen,NineMilePoint2CF,NineMilePoint2Gen
01/01/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/02/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/03/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/04/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/05/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/06/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/07/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/08/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/09/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/10/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/11/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/12/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/13/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/14/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/15/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/16/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/17/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/18/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/19/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/20/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/21/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/22/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/23/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/24/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/25/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/26/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/27/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/28/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/29/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/30/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/31/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
02/01/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
02/02/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
02/03/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
02/04/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
02/05/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
02/06/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
02/07/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
02/08/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
02/09/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
02/10/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
02/11/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
02/12/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
02/13/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
02/14/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
02/15/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
02/16/2018,1,854.5,1,581.7,1,1025.9,0,0,1,629,1,1299
02/17/2018,1,854.5,1,581.7,1,1025.9,0,0,1,629,1,1299
02/18/2018,1,854.5,1,581.7,1,1025.9,0,0,1,629,1,1299
02/19/2018,1,854.5,1,581.7,1,1025.9,0,0,1,629,1,1299
02/20/2018,1,854.5,1,581.7,1,1025.9,0,0,1,629,1,1299
02/21/2018,1,854.5,1,581.7,1,1025.9,0,0,1,629,1,1299
02/22/2018,1,854.5,1,581.7,1,1025.9,0,0,1,629,1,1299
02/23/2018,1,854.5,1,581.7,1,1025.9,0,0,1,629,1,1299
02/24/2018,1,854.5,1,581.7,1,1025.9,0,0,1,629,1,1299
02/25/2018,1,854.5,1,581.7,1,1025.9,0,0,1,629,0.85,1104.15
02/26/2018,1,854.5,1,581.7,1,1025.9,0,0,1,629,1,1299
02/27/2018,1,854.5,1,581.7,1,1025.9,0,0,1,629,1,1299
02/28/2018,0.93,794.685,1,581.7,1,1025.9,0.02,20.798,1,629,1,1299
03/01/2018,0.87,743.415,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
03/02/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
03/03/2018,0.96,820.32,1,581.7,0.76,779.684,1,1039.9,1,629,1,1299
03/04/2018,1,854.5,1,581.7,0.76,779.684,1,1039.9,1,629,1,1299
03/05/2018,1,854.5,1,581.7,0.87,892.533,1,1039.9,1,629,1,1299
03/06/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
03/07/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
03/08/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
03/09/2018,1,854.5,0,0,1,1025.9,1,1039.9,1,629,1,1299
03/10/2018,1,854.5,0,0,1,1025.9,1,1039.9,1,629,1,1299
03/11/2018,1,854.5,0.67,389.739,1,1025.9,1,1039.9,1,629,1,1299
03/12/2018,1,854.5,0.74,430.458,1,1025.9,1,1039.9,1,629,1,1299
03/13/2018,1,854.5,0.75,436.275,1,1025.9,1,1039.9,1,629,1,1299
03/14/2018,1,854.5,0.99,575.883,1,1025.9,1,1039.9,1,629,1,1299
03/15/2018,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
03/16/2018,1,854.5,1,581.7,0.97,995.123,1,1039.9,1,629,1,1299
03/17/2018,1,854.5,1,581.7,0.97,995.123,1,1039.9,0.42,264.18,1,1299
03/18/2018,1,854.5,1,581.7,0.97,995.123,1,1039.9,0,0,1,1299
03/19/2018,1,854.5,1,581.7,0,0,1,1039.9,0,0,1,1299
03/20/2018,1,854.5,1,581.7,0,0,1,1039.9,0.03,18.87,1,1299
