TimeStamp,FitzPatrickCF,FitzPatrickGen,GinnaCF,GinnaGen,IndianPoint2CF,IndianPoint2Gen,IndianPoint3CF,IndianPoint3Gen,NineMilePoint1CF,NineMilePoint1Gen,NineMilePoint2CF,NineMilePoint2Gen
01/01/2016,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/02/2016,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/03/2016,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/04/2016,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/05/2016,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/06/2016,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/07/2016,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/08/2016,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/09/2016,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/10/2016,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/11/2016,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/12/2016,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/13/2016,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/14/2016,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/15/2016,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/16/2016,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/17/2016,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/18/2016,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/19/2016,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/20/2016,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/21/2016,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/22/2016,0.6,512.7,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/23/2016,0.65,555.425,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/24/2016,0,0,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/25/2016,0,0,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/26/2016,0,0,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/27/2016,0,0,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/28/2016,0,0,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/29/2016,0,0,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/30/2016,0.14,119.63,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
01/31/2016,0.2,170.9,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
02/01/2016,0.87,743.415,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
02/02/2016,0.68,581.06,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
02/03/2016,0.86,734.87,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
02/04/2016,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
02/05/2016,1,854.5,1,581.7,1,1025.9,1,1039.9,1,629,1,1299
02/06/2016,1,854.5,1,581.7,0.99,1015.641,1,1039.9,1,629,1,1299
02/07/2016,1,854.5,1,581.7,0.98,1005.382,1,1039.9,1,629,1,1299
02/08/2016,1,854.5,1,581.7,0.97,995.123,1,1039.9,1,629,1,1299
02/09/2016,1,854.5,1,581.7,0.97,995.123,1,1039.9,1,629,1,1299
02/10/2016,1,854.5,1,581.7,0.96,984.864,1,1039.9,1,629,1,1299
02/11/2016,1,854.5,1,581.7,0.95,974.605,1,1039.9,1,629,1,1299
02/12/2016,1,854.5,1,581.7,0.95,974.605,1,1039.9,1,629,1,1299
02/13/2016,1,854.5,1,581.7,0.94,964.346,1,1039.9,1,629,1,1299
02/14/2016,1,854.5,1,581.7,0.93,954.087,1,1039.9,1,629,1,1299
02/15/2016,1,854.5,1,581.7,0.92,943.828,1,1039.9,1,629,1,1299
02/16/2016,1,854.5,1,581.7,0.91,933.569,1,1039.9,1,629,1,1299
02/17/2016,1,854.5,1,581.7,0.91,933.569,1,1039.9,1,629,1,1299
02/18/2016,1,854.5,1,581.7,0.9,923.31,1,1039.9,1,629,1,1299
02/19/2016,1,854.5,1,581.7,0.89,913.051,1,1039.9,1,629,1,1299
02/20/2016,1,854.5,1,581.7,0.88,902.792,1,1039.9,1,629,0.84,1091.16
