,Allegany,Arthur Kill ST 2,Arthur Kill ST 3,Astoria 2,Astoria 3,Astoria 5,Astoria CC 1,Astoria CC 2,Astoria East Energy - CC1,Astoria East Energy - CC2,Astoria Energy 2 - CC3,Astoria Energy 2 - CC4,Astoria GT 2-1,Astoria GT 2-2,Astoria GT 2-3,Astoria GT 2-4,Astoria GT 3-1,Astoria GT 3-2,Astoria GT 3-3,Astoria GT 3-4,Astoria GT 4-1,Astoria GT 4-2,Astoria GT 4-3,Astoria GT 4-4,Athens 1,Athens 2,Athens 3,Barrett 03,Barrett 04,Barrett 05,Barrett 06,Barrett 08,Barrett GT 01,Barrett GT 02,Barrett ST 01,Barrett ST 02,Batavia,Beaver Falls,Bethlehem Energy Center,Bethpage,Bethpage 3,Bethpage GT4,Bowline 1,Bowline 2,Brentwood,Brooklyn Navy Yard,CPV_VALLEY___CC1,CPV_VALLEY___CC2,Caithness_CC_1,Carr St.-E. Syr,Carthage Energy,Castleton Energy Center,Cayuga 1,Danskammer 1,Danskammer 2,Danskammer 3,Danskammer 4,EMPIRE_CC_1,EMPIRE_CC_2,East River 1,East River 2,Far Rockaway GT1,Far Rockaway GT2,Flynn,Fortistar - N.Tonawanda,Freeport CT 1,Freeport CT 2,Glenwood GT 02,Glenwood GT 03,Glenwood GT 04,Glenwood GT 05,Gowanus 5,Gowanus 6,Greenidge 4,Greenport GT1,Harlem River 1,Harlem River 2,Hellgate 1,Hellgate 2,Hillburn GT,Holtsville 01,Holtsville 02,Holtsville 03,Holtsville 04,Holtsville 05,Holtsville 06,Holtsville 07,Holtsville 08,Holtsville 09,Holtsville 10,Indeck-Corinth,Indeck-Olean,Indeck-Oswego,Indeck-Silver Springs,Indeck-Yerkes,Independence,Jamestown 7,KIAC_JFK_GT1,KIAC_JFK_GT2,Kent,Lockport,Massena,Nassau Energy Corporation,Northport 1,Northport 2,Northport 3,Northport 4,Oswego 5,Oswego 6,Pilgrim GT1,Pilgrim GT2,Pinelawn Power 1,Port Jefferson 3,Port Jefferson 4,Port Jefferson GT 02,Port Jefferson GT 03,Pouch,Ravenswood CC 04,Ravenswood ST 01,Ravenswood ST 02,Ravenswood ST 03,Rensselaer,Roseton 1,Roseton 2,Saranac Energy,Selkirk-I,Selkirk-II,Shoemaker GT,Shoreham GT3,Shoreham GT4,Somerset,Sterling,Stony Brook   (BTM:NG),Syracuse,Vernon Blvd 2,Vernon Blvd 3,Wading River 1,Wading River 2,Wading River 3,West Babylon 4,59 St.  GT 1,74 St.  GT 1,74 St.  GT 2,Allied Frozen Storage,Arthur Kill Cogen,Arthur Kill GT 1,Astoria GT 01,Barrett 09,Barrett 10,Barrett 11,Barrett 12,Binghamton (RET - 1/9/18),"Burrstone Engy Center, LLC LU","Burrstone Engy Center, LLC U",Charles P Keller 09,Charles P Keller 10,Charles P Keller 11,Charles P Keller 14,Coxsackie GT,East Hampton 2,East Hampton 3,East Hampton 4,East Hampton GT 01,Freeport 1-4,Freeport 2-3,General Mills Inc,Gowanus 1-1,Gowanus 1-2,Gowanus 1-3,Gowanus 1-4,Gowanus 1-5,Gowanus 1-6,Gowanus 1-7,Gowanus 2-1,Gowanus 2-2,Gowanus 2-3,Gowanus 2-4,Gowanus 2-5,Gowanus 2-6,Gowanus 2-7,Gowanus 2-8,Gowanus 3-1,Gowanus 3-2,Gowanus 3-3,Gowanus 3-4,Gowanus 3-5,Gowanus 3-6,Gowanus 3-7,Gowanus 3-8,Gowanus 4-1,Gowanus 4-2,Gowanus 4-3,Gowanus 4-4,Gowanus 4-5,Gowanus 4-6,Gowanus 4-8,Hudson Ave 3,Hudson Ave 4,Hudson Ave 5,Jamestown 5,Jamestown 6,Narrows 1-1,Narrows 1-2,Narrows 1-3,Narrows 1-4,Narrows 1-5,Narrows 1-6,Narrows 1-7,Narrows 1-8,Narrows 2-1,Narrows 2-2,Narrows 2-3,Narrows 2-4,Narrows 2-5,Narrows 2-6,Narrows 2-7,Narrows 2-8,Northport GT,Ravenswood 01,Ravenswood 10,Ravenswood 11,S Hampton 1,Shoreham 1,Shoreham 2,South Cairo,Southold 1,St. Elizabeth Medical Center
2016-08-12 10:00:00,66.0,349.0,539.0,153.0,401.99999999999994,597.000075148957,318.0,320.0,313.0,313.0,313.0,313.0,0.0,0.0,0.0,5.6843418860808e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,378.0,392.0,24.0,24.0,22.0,22.0,23.0,22.0,22.0,209.0,200.99999999999997,43.0,98.0,618.0,61.0,83.0,49.0,621.0,593.0,49.0,240.0,360.999999999956,362.0,373.0,82.0,61.0000000000014,78.0,166.0,74.0,70.0,147.0,243.00000000000003,327.000000000004,327.0,223.0,227.0,60.0,23.5,111.00000000000001,51.0,50.0,51.0,6.45,7.199999999999999,49.0,50.0,44.0,43.0,112.99999999999999,21.0,43.0,43.0,43.0,43.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,140.0,84.0,61.0,60.0,56.99999999999999,1218.0,46.0,65.0,71.0,49.0,153.0,55.0000000000011,53.0,409.99999999999994,409.99999999999994,411.00000000000006,413.0,539.15,477.423568884738,47.0,48.0,81.0,45.0,45.0,48.0,49.0,48.0,286.0,1.0,3.0,1.0,84.0,30.3,30.8,268.0,143.0,304.0,37.0,0.0,0.0,731.0,43.0,45.9999999999998,102.0,43.0,42.0,9.0,7.8,4.0,3.0,0.0,0.0,0.0,0.10000000000403,11.1,20.0,16.0,41.8000000000029,41.8,41.8,41.8,47.6999999999506,1.0999999999999999,2.1999999999999997,0.0,0.0,0.0,0.0,-2.27373675443232e-11,0.0,0.0,0.0,0.0,0.0,0.0,3.79999999999754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,24.999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2016-08-12 11:00:00,66.0,349.0,539.0,153.0,756.0,776.0,318.0,320.0,313.0,313.0,313.0,313.0,0.0,0.0,0.0,2.8421709430404e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,378.0,392.0,24.0,24.0,22.0,22.0,23.0,22.0,22.0,209.0,200.99999999999997,43.0,98.0,618.0,61.0,83.0,49.0,621.0,593.0,49.0,240.0,360.99999999999,362.0,373.0,82.0,61.0000000000014,78.0,166.0,74.0,70.0,147.0,243.00000000000003,326.999999999998,327.0,223.0,227.0,60.0,23.5,111.00000000000001,51.0,50.0,51.0,6.45,7.199999999999999,49.0,50.0,44.0,43.0,112.99999999999999,21.0,43.0,43.0,43.0,43.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,140.0,84.0,61.0,60.0,56.99999999999999,1218.0,46.0,65.0,71.0,49.0,153.0,54.999999999999005,53.0,409.99999999999994,409.99999999999994,411.00000000000006,413.0,789.15,718.923568884738,47.0,48.0,81.0,45.0,45.0,48.0,49.0,48.0,286.0,1.0,3.0,120.381537245954,84.0,30.3,282.3,268.0,143.0,304.0,37.0,0.0,0.0,731.0,43.0,45.9999999999998,102.0,43.0,42.0,9.0,7.8,4.0,3.0,0.0,0.0,0.0,0.0999999999947931,11.1,20.0,16.0,41.7999999999916,41.8,41.8,41.8,47.6999999999734,1.0999999999999999,2.1999999999999997,0.0,0.0,0.0,0.0,-6.821210263296959e-11,0.0,0.0,0.0,0.0,0.0,0.0,3.7999999999989598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,24.9999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2016-08-12 12:00:00,66.0,349.0,539.0,153.0,756.0,776.0,318.0,320.0,313.0,313.0,313.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,378.0,392.0,24.0,24.0,22.0,22.0,23.0,22.0,22.0,209.0,200.99999999999997,43.0,98.0,618.0,61.0,83.0,49.0,621.0,593.0,49.0,240.0,360.999999999967,362.0,373.0,82.0,61.0000000000014,78.0,166.0,74.0,70.0,147.0,243.00000000000003,326.999999999998,327.0,223.0,227.0,60.0,23.5,111.00000000000001,51.0,50.0,51.0,6.45,7.199999999999999,49.0,50.0,44.0,43.0,112.99999999999999,21.0,43.0,43.0,43.0,43.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,140.0,84.0,61.0,60.0,56.99999999999999,1218.0,46.0,65.0,71.0,49.0,153.0,55.0000000000022,53.0,409.99999999999994,409.99999999999994,411.00000000000006,413.0,866.0,861.9999999999999,47.0,48.0,81.0,45.0,45.0,48.0,49.0,48.0,286.0,166.0,3.0,287.38153724596003,84.0,30.3,533.8,268.0,143.0,304.0,37.0,0.0,0.0,731.0,43.0,45.9999999999998,102.0,43.0,42.0,9.0,7.8,4.0,3.0,0.0,0.0,0.0,0.0999999999923062,11.1,20.0,16.0,41.7999999999973,41.8,41.8,41.8,47.7000000000032,1.0999999999999999,2.1999999999999997,0.0,0.0,0.0,0.0,-3.4106051316484796e-11,0.0,0.0,0.0,0.0,0.0,0.0,3.7999999999968304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,24.9999999999957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2016-08-12 13:00:00,66.0,349.0,539.0,153.0,756.0,776.0,318.0,320.0,313.0,313.0,313.0,313.0,0.0,0.0,0.0,-2.8421709430404e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,378.0,392.0,24.0,24.0,22.0,22.0,23.0,22.0,22.0,209.0,200.99999999999997,43.0,98.0,618.0,61.0,83.0,49.0,621.0,593.0,49.0,240.0,360.99999999999,362.0,373.0,82.0,60.9999999999985,78.0,166.0,74.0,70.0,147.0,243.00000000000003,326.999999999998,327.0,223.0,227.0,60.0,23.5,111.00000000000001,51.0,50.0,51.0,6.45,7.199999999999999,49.0,50.0,44.0,43.0,112.99999999999999,21.0,43.0,43.0,43.0,43.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,140.0,84.0,61.0,60.0,56.99999999999999,1218.0,46.0,65.0,71.0,49.0,153.0,55.0000000000029,53.0,409.99999999999994,409.99999999999994,411.00000000000006,413.0,866.0,837.156527889651,47.0,48.0,81.0,45.0,45.0,48.0,49.0,48.0,286.0,1.0,3.0,258.918546007421,84.0,30.3,635.0,268.0,143.0,304.0,37.0,0.0,0.0,731.0,43.0,45.999999999998394,102.0,43.0,42.0,9.0,7.8,4.0,3.0,0.0,0.0,0.0,0.10000000000403,11.1,20.0,16.0,41.7999999999916,41.8,41.8,41.8,47.7000000000018,1.0999999999999999,2.1999999999999997,0.0,0.0,0.0,0.0,-5.6843418860808e-11,0.0,0.0,0.0,0.0,0.0,0.0,3.7999999999954097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,24.9999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2016-08-12 14:00:00,66.0,349.0,539.0,153.0,756.0,776.0,318.0,320.0,313.0,313.0,313.0,313.0,0.0,0.0,0.0,2.8421709430404e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,378.0,392.0,24.0,24.0,22.0,22.0,23.0,22.0,22.0,209.0,200.99999999999997,43.0,98.0,618.0,61.0,83.0,49.0,621.0,593.0,49.0,240.0,360.99999999999,362.0,373.0,82.0,60.9999999999999,78.0,166.0,74.0,70.0,147.0,243.00000000000003,326.999999999998,327.0,223.0,227.0,60.0,23.5,111.00000000000001,51.0,50.0,51.0,6.45,7.199999999999999,49.0,50.0,44.0,43.0,112.99999999999999,21.0,43.0,43.0,43.0,43.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,140.0,84.0,61.0,60.0,56.99999999999999,1218.0,46.0,65.0,71.0,49.0,153.0,55.000000000005,53.0,409.99999999999994,409.99999999999994,411.00000000000006,413.0,866.0,849.0465545749651,47.0,48.0,81.0,45.0,45.0,48.0,49.0,48.0,286.0,51.5680365459434,3.0,392.0,84.0,30.3,635.0,268.0,143.0,304.0,37.0,0.0,0.0,731.0,43.0,46.0000000000012,102.0,43.0,42.0,9.0,7.8,4.0,3.0,0.0,0.0,0.0,0.0999999999947931,11.1,20.0,16.0,41.7999999999973,41.8,41.8,41.8,47.699999999993295,1.0999999999999999,2.1999999999999997,0.0,0.0,0.0,0.0,-7.95807864051312e-11,0.0,0.0,0.0,0.0,0.0,0.0,3.79999999999789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,24.9999999999957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2016-08-12 15:00:00,66.0,349.0,539.0,153.0,756.0,776.0,318.0,320.0,313.0,313.0,313.0,313.0,0.0,0.0,0.0,-2.8421709430404e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,378.0,392.0,24.0,24.0,22.0,22.0,23.0,22.0,22.0,209.0,200.99999999999997,43.0,98.0,618.0,61.0,83.0,49.0,621.0,593.0,49.0,240.0,361.000000000001,362.0,373.0,82.0,61.0000000000014,78.0,166.0,74.0,70.0,147.0,243.00000000000003,326.999999999998,327.0,223.0,227.0,60.0,23.5,111.00000000000001,51.0,50.0,51.0,6.45,7.199999999999999,49.0,50.0,44.0,43.0,112.99999999999999,21.0,43.0,43.0,43.0,43.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,140.0,84.0,61.0,60.0,56.99999999999999,1218.0,46.0,65.0,71.0,49.0,153.0,55.0000000000054,53.0,409.99999999999994,409.99999999999994,411.00000000000006,413.0,866.0,705.540600393646,47.0,48.0,81.0,45.0,45.0,48.0,49.0,48.0,286.0,113.57161627104799,3.0,392.0,84.0,30.3,635.0,268.0,143.0,304.0,37.0,0.0,0.0,731.0,43.0,46.0000000000012,102.0,43.0,42.0,9.0,7.8,4.0,3.0,0.0,0.0,0.0,0.10000000000651699,11.1,20.0,16.0,41.8000000000029,41.8,41.8,41.8,47.700000000006796,1.0999999999999999,2.1999999999999997,0.0,0.0,0.0,0.0,-3.4106051316484796e-11,0.0,0.0,0.0,0.0,0.0,0.0,3.79999999999612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,24.999999999994298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2016-08-12 16:00:00,66.0,349.0,539.0,153.0,756.0,776.0,318.0,320.0,313.0,313.0,313.0,313.0,0.0,0.0,0.0,-2.8421709430404e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,378.0,392.0,24.0,24.0,22.0,22.0,23.0,22.0,22.0,209.0,200.99999999999997,43.0,98.0,618.0,61.0,83.0,49.0,621.0,593.0,49.0,240.0,361.000000000024,362.0,373.0,82.0,60.9999999999999,78.0,166.0,74.0,70.0,147.0,243.00000000000003,327.00000000001,327.0,223.0,227.0,60.0,23.5,111.00000000000001,51.0,50.0,51.0,6.45,7.199999999999999,49.0,50.0,44.0,43.0,112.99999999999999,21.0,43.0,43.0,43.0,43.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,140.0,84.0,61.0,60.0,56.99999999999999,1218.0,46.0,65.0,71.0,49.0,153.0,55.0000000000036,53.0,409.99999999999994,409.99999999999994,411.00000000000006,413.0,866.0,573.4416084633821,47.0,48.0,81.0,45.0,45.0,48.0,49.0,48.0,286.0,1.0,3.0,350.814403491779,84.0,30.3,635.0,268.0,143.0,304.0,37.0,0.0,0.0,731.0,43.0,46.0000000000012,102.0,43.0,42.0,9.0,7.8,4.0,3.0,0.0,0.0,0.0,0.100000000002964,11.1,20.0,16.0,41.8000000000086,41.8,41.8,41.8,47.700000000003904,1.0999999999999999,2.1999999999999997,0.0,0.0,0.0,0.0,-5.6843418860808e-11,0.0,0.0,0.0,0.0,0.0,0.0,3.79999999999612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,24.9999999999968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2016-08-12 17:00:00,66.0,349.0,539.0,153.0,756.0,776.0,318.0,320.0,313.0,313.0,313.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,378.0,392.0,24.0,24.0,22.0,22.0,23.0,22.0,22.0,209.0,200.99999999999997,43.0,98.0,618.0,61.0,83.0,49.0,621.0,593.0,49.0,240.0,361.00000000003496,362.0,373.0,82.0,60.9999999999999,78.0,166.0,74.0,70.0,147.0,243.00000000000003,326.999999999998,327.0,223.0,227.0,60.0,23.5,111.00000000000001,51.0,50.0,51.0,6.45,7.199999999999999,49.0,50.0,44.0,43.0,112.99999999999999,21.0,43.0,43.0,43.0,43.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,140.0,84.0,61.0,60.0,56.99999999999999,1218.0,46.0,65.0,71.0,49.0,153.0,55.000000000003304,53.0,409.99999999999994,409.99999999999994,411.00000000000006,413.0,866.0,514.9827763863091,47.0,48.0,81.0,45.0,45.0,48.0,49.0,48.0,286.0,13.3979084427625,3.0,315.74532862156303,84.0,30.3,533.8,268.0,143.0,304.0,37.0,0.0,0.0,731.0,43.0,45.999999999998394,102.0,43.0,42.0,9.0,7.8,4.0,3.0,0.0,0.0,0.0,0.09999999999763529,11.1,20.0,16.0,41.8000000000029,41.8,41.8,41.8,47.699999999999,1.0999999999999999,2.1999999999999997,0.0,0.0,0.0,0.0,-3.4106051316484796e-11,0.0,0.0,0.0,0.0,0.0,0.0,3.79999999999932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,24.9999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2016-08-12 18:00:00,66.0,349.0,539.0,153.0,756.0,776.0,318.0,320.0,313.0,313.0,313.0,313.0,0.0,0.0,0.0,-2.8421709430404e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,378.0,392.0,24.0,24.0,22.0,22.0,23.0,22.0,22.0,209.0,200.99999999999997,43.0,98.0,618.0,61.0,83.0,49.0,621.0,593.0,49.0,240.0,360.99999999999,362.0,373.0,82.0,61.0000000000014,78.0,166.0,74.0,70.0,147.0,243.00000000000003,326.999999999992,327.0,223.0,227.0,60.0,23.5,111.00000000000001,51.0,50.0,51.0,6.45,7.199999999999999,49.0,50.0,44.0,43.0,112.99999999999999,21.0,43.0,43.0,43.0,43.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,140.0,84.0,61.0,60.0,56.99999999999999,1218.0,46.0,65.0,71.0,49.0,153.0,55.0000000000011,53.0,409.99999999999994,409.99999999999994,411.00000000000006,413.0,833.140297986019,565.504011135649,47.0,48.0,81.0,45.0,45.0,48.0,49.0,48.0,286.0,1.0,3.0,148.745328621563,84.0,30.3,282.3,268.0,143.0,304.0,37.0,0.0,0.0,731.0,43.0,46.0000000000012,102.0,43.0,42.0,9.0,7.8,4.0,3.0,0.0,0.0,0.0,0.10000000001682,11.1,20.0,16.0,41.7999999999973,41.8,41.8,41.8,47.7000000000089,1.0999999999999999,2.1999999999999997,0.0,0.0,0.0,0.0,-3.4106051316484796e-11,0.0,0.0,0.0,0.0,0.0,0.0,3.79999999999718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,24.9999999999979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2016-08-12 19:00:00,66.0,349.0,539.0,153.0,756.0,776.0,318.0,320.0,313.0,313.0,313.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,378.0,392.0,24.0,24.0,22.0,22.0,23.0,22.0,22.0,209.0,200.99999999999997,43.0,98.0,618.0,61.0,83.0,49.0,621.0,593.0,49.0,240.0,361.000000000024,362.0,373.0,82.0,61.0000000000014,78.0,166.0,74.0,70.0,147.0,243.00000000000003,326.999999999992,327.0,223.0,227.0,60.0,23.5,111.00000000000001,51.0,50.0,51.0,6.45,7.199999999999999,49.0,50.0,44.0,43.0,112.99999999999999,21.0,43.0,43.0,43.0,43.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,140.0,84.0,61.0,60.0,56.99999999999999,1218.0,46.0,65.0,71.0,49.0,153.0,55.000000000001506,53.0,409.99999999999994,409.99999999999994,411.00000000000006,413.0,583.140297986019,477.927159516359,47.0,48.0,81.0,45.0,45.0,48.0,49.0,48.0,286.0,1.0,3.0,1.0,84.0,30.3,30.8,268.0,143.0,304.0,37.0,0.0,0.0,731.0,43.0,46.0000000000012,102.0,43.0,42.0,9.0,7.8,4.0,3.0,0.0,0.0,0.0,0.10000000000580701,11.1,20.0,16.0,41.8000000000029,41.8,41.8,41.8,47.7000000000018,1.0999999999999999,2.1999999999999997,0.0,0.0,0.0,0.0,-4.54747350886464e-11,0.0,0.0,0.0,0.0,0.0,0.0,3.79999999999754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,24.9999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2016-08-12 20:00:00,66.0,349.0,539.0,153.0,756.0,776.0,318.0,320.0,313.0,313.0,313.0,313.0,0.0,0.0,0.0,-2.8421709430404e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,378.0,392.0,24.0,24.0,22.0,22.0,23.0,22.0,22.0,209.0,200.99999999999997,43.0,98.0,618.0,61.0,83.0,49.0,621.0,593.0,49.0,240.0,361.000000000024,362.0,373.0,82.0,61.0000000000014,78.0,166.0,74.0,70.0,147.0,243.00000000000003,326.999999999998,327.0,223.0,227.0,60.0,23.5,111.00000000000001,51.0,50.0,51.0,6.45,7.199999999999999,49.0,50.0,44.0,43.0,112.99999999999999,21.0,43.0,43.0,43.0,43.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,140.0,84.0,61.0,60.0,56.99999999999999,1218.0,46.0,65.0,71.0,49.0,153.0,55.00000000000011,53.0,409.99999999999994,409.99999999999994,411.00000000000006,413.0,333.140297986019,266.94999999998504,47.0,48.0,81.0,45.0,45.0,48.0,49.0,48.0,286.0,1.0,3.0,1.0,84.0,30.3,30.8,268.0,143.0,304.0,37.0,0.0,0.0,731.0,43.0,45.9999999999998,102.0,43.0,42.0,9.0,7.8,4.0,3.0,0.0,0.0,0.0,0.100000000001899,11.1,20.0,16.0,41.8000000000029,41.8,41.8,41.8,47.7000000000245,1.0999999999999999,2.1999999999999997,0.0,0.0,0.0,0.0,-3.4106051316484796e-11,0.0,0.0,0.0,0.0,0.0,0.0,3.7999999999954097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,24.9999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
